T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,DATE,YEAR,MONTH,HEAVY_RAIN,HEATWAVE,EXTREME_RAIN,TEMP_ANOMALY,TEMP_MA30
19.82,26.18,14.85,71.8,2.86,0.0,2022-12-28,2022,12,False,False,False,-6.028685939553217,18.500666666666667
17.01,24.64,10.44,64.3,2.4,0.0,2022-12-29,2022,12,False,False,False,-8.838685939553216,18.375999999999998
17.01,24.46,10.48,59.75,2.18,0.0,2022-12-30,2022,12,False,False,False,-8.838685939553216,18.245
19.01,25.82,12.25,57.84,1.15,0.0,2022-12-31,2022,12,False,False,False,-6.838685939553216,18.220333333333333
18.4,25.85,12.22,72.31,1.94,0.02,2023-01-01,2023,1,False,False,False,-7.448685939553219,18.224333333333334
17.99,25.15,12.47,73.74,2.39,0.0,2023-01-02,2023,1,False,False,False,-7.858685939553219,18.24433333333333
16.9,24.64,11.05,70.1,2.93,0.0,2023-01-03,2023,1,False,False,False,-8.948685939553219,18.21933333333333
15.67,23.6,9.62,67.75,3.46,0.0,2023-01-04,2023,1,False,False,False,-10.178685939553217,18.157333333333334
15.51,23.7,9.58,69.21,3.74,0.0,2023-01-05,2023,1,False,False,False,-10.338685939553217,18.10033333333333
14.83,24.09,7.49,64.64,3.97,0.0,2023-01-06,2023,1,False,False,False,-11.018685939553217,18.03933333333333
14.73,23.72,7.29,66.05,3.76,0.0,2023-01-07,2023,1,False,False,False,-11.118685939553217,17.976333333333333
15.46,24.92,8.14,63.29,3.37,0.0,2023-01-08,2023,1,False,False,False,-10.388685939553216,17.906333333333336
16.38,25.99,8.87,63.24,3.26,0.0,2023-01-09,2023,1,False,False,False,-9.468685939553218,17.834666666666667
16.6,26.48,9.2,60.65,3.27,0.0,2023-01-10,2023,1,False,False,False,-9.248685939553216,17.762333333333334
16.0,24.98,8.92,60.69,3.1,0.0,2023-01-11,2023,1,False,False,False,-9.848685939553217,17.654999999999998
17.09,25.49,8.89,56.96,2.33,0.0,2023-01-12,2023,1,False,False,False,-8.758685939553217,17.557333333333336
19.29,26.71,13.66,64.24,1.8,0.0,2023-01-13,2023,1,False,False,False,-6.558685939553218,17.551333333333332
20.47,27.84,14.01,70.42,2.17,0.0,2023-01-14,2023,1,False,False,False,-5.378685939553218,17.619333333333334
20.02,27.39,13.71,67.0,2.35,0.0,2023-01-15,2023,1,False,False,False,-5.828685939553218,17.711333333333336
18.65,25.85,12.55,68.77,2.56,0.0,2023-01-16,2023,1,False,False,False,-7.198685939553219,17.792666666666666
18.49,25.72,11.83,67.99,2.24,0.0,2023-01-17,2023,1,False,False,False,-7.358685939553219,17.867
17.91,24.12,12.52,71.71,2.26,0.1,2023-01-18,2023,1,False,False,False,-7.938685939553217,17.872333333333334
17.74,25.44,11.67,66.17,2.7,0.0,2023-01-19,2023,1,False,False,False,-8.108685939553219,17.872999999999998
17.94,25.22,10.86,55.57,2.23,0.0,2023-01-20,2023,1,False,False,False,-7.908685939553216,17.893666666666668
19.82,27.32,11.17,55.59,1.88,0.0,2023-01-21,2023,1,False,False,False,-6.028685939553217,17.982666666666667
20.54,28.02,13.37,65.72,2.12,0.0,2023-01-22,2023,1,False,False,False,-5.308685939553218,18.04866666666667
21.13,28.83,13.71,64.68,2.6,0.0,2023-01-23,2023,1,False,False,False,-4.718685939553218,18.10166666666667
22.18,30.61,15.02,62.45,1.88,0.0,2023-01-24,2023,1,False,False,False,-3.6686859395532174,18.186333333333334
22.42,29.76,15.07,61.35,1.83,0.0,2023-01-25,2023,1,False,False,False,-3.4286859395532154,18.231666666666666
22.42,30.27,15.48,66.03,2.31,0.0,2023-01-26,2023,1,False,False,False,-3.4286859395532154,18.247666666666667
22.43,30.09,16.06,63.53,3.13,0.0,2023-01-27,2023,1,False,False,False,-3.4186859395532174,18.334666666666667
21.79,29.12,15.52,63.56,3.19,0.0,2023-01-28,2023,1,False,False,False,-4.058685939553218,18.493999999999996
20.95,29.27,13.95,50.36,3.18,0.0,2023-01-29,2023,1,False,False,False,-4.898685939553218,18.625333333333334
21.18,30.02,13.98,50.33,2.6,0.0,2023-01-30,2023,1,False,False,False,-4.668685939553217,18.69766666666667
20.79,29.38,13.35,47.31,3.43,0.0,2023-01-31,2023,1,False,False,False,-5.058685939553218,18.777333333333335
21.43,29.55,15.68,56.03,4.05,0.0,2023-02-01,2023,2,False,False,False,-4.418685939553217,18.892
19.19,28.58,11.12,46.01,3.7,0.0,2023-02-02,2023,2,False,False,False,-6.658685939553216,18.968333333333337
18.37,27.43,10.46,45.73,3.77,0.0,2023-02-03,2023,2,False,False,False,-7.478685939553216,19.058333333333334
19.1,28.32,10.12,46.65,3.06,0.0,2023-02-04,2023,2,False,False,False,-6.748685939553216,19.178
20.68,29.28,11.46,46.14,2.56,0.0,2023-02-05,2023,2,False,False,False,-5.168685939553217,19.373
21.24,30.05,12.66,49.86,2.69,0.0,2023-02-06,2023,2,False,False,False,-4.608685939553219,19.59
22.22,30.86,15.05,62.63,2.95,0.0,2023-02-07,2023,2,False,False,False,-3.6286859395532183,19.815333333333335
22.83,31.3,16.02,59.2,3.16,0.0,2023-02-08,2023,2,False,False,False,-3.018685939553219,20.03033333333333
22.68,30.75,14.61,47.72,1.96,0.0,2023-02-09,2023,2,False,False,False,-3.1686859395532174,20.233
21.93,30.11,13.54,46.13,2.34,0.0,2023-02-10,2023,2,False,False,False,-3.9186859395532174,20.430666666666664
23.73,32.99,15.81,61.68,3.36,0.0,2023-02-11,2023,2,False,False,False,-2.1186859395532167,20.651999999999997
23.51,32.48,16.16,55.19,3.36,0.0,2023-02-12,2023,2,False,False,False,-2.3386859395532156,20.792666666666666
20.88,29.87,11.47,31.74,3.39,0.0,2023-02-13,2023,2,False,False,False,-4.968685939553218,20.80633333333333
21.22,29.76,11.4,30.54,2.12,0.0,2023-02-14,2023,2,False,False,False,-4.628685939553218,20.846333333333334
21.01,28.96,11.96,36.48,1.91,0.0,2023-02-15,2023,2,False,False,False,-4.838685939553216,20.925
22.37,30.22,14.54,42.73,1.24,0.01,2023-02-16,2023,2,False,False,False,-3.478685939553216,21.054333333333332
22.7,30.19,16.32,53.22,1.67,0.09,2023-02-17,2023,2,False,False,False,-3.148685939553218,21.214000000000002
23.08,29.89,17.97,67.36,2.01,0.66,2023-02-18,2023,2,False,False,False,-2.768685939553219,21.392
23.83,30.65,17.91,66.73,2.23,0.03,2023-02-19,2023,2,False,False,False,-2.018685939553219,21.58833333333333
24.74,31.8,18.56,66.51,2.89,0.0,2023-02-20,2023,2,False,False,False,-1.1086859395532187,21.752333333333336
25.7,33.34,19.57,69.55,3.33,0.0,2023-02-21,2023,2,False,False,False,-0.14868593955321785,21.92433333333333
26.35,35.14,19.66,67.67,4.51,0.0,2023-02-22,2023,2,False,False,False,0.5013140604467843,22.098333333333333
26.33,35.6,19.56,59.96,2.48,0.0,2023-02-23,2023,2,False,False,False,0.48131406044678116,22.236666666666668
26.69,34.76,20.09,61.93,2.57,0.0,2023-02-24,2023,2,False,False,False,0.8413140604467841,22.379
26.36,34.61,18.92,37.95,1.92,0.0,2023-02-25,2023,2,False,False,False,0.5113140604467823,22.51033333333333
26.01,34.62,17.48,37.69,1.84,0.0,2023-02-26,2023,2,False,False,False,0.16131406044678442,22.629666666666665
26.08,34.18,18.78,55.23,2.31,0.02,2023-02-27,2023,2,False,False,False,0.23131406044678116,22.77266666666667
26.07,34.94,18.08,50.92,2.39,0.0,2023-02-28,2023,2,False,False,False,0.22131406044678315,22.94333333333333
26.78,35.29,18.91,52.95,1.97,0.0,2023-03-01,2023,3,False,False,False,0.931314060446784,23.13
27.03,35.84,18.71,42.92,2.62,0.0,2023-03-02,2023,3,False,False,False,1.181314060446784,23.338
27.12,36.32,18.56,31.64,2.86,0.0,2023-03-03,2023,3,False,False,False,1.2713140604467839,23.52766666666667
27.45,36.87,18.27,36.28,3.14,0.0,2023-03-04,2023,3,False,False,False,1.6013140604467822,23.802999999999997
27.48,36.87,18.87,35.72,3.4,0.0,2023-03-05,2023,3,False,False,False,1.6313140604467833,24.106666666666666
27.79,36.52,18.9,34.64,2.77,0.0,2023-03-06,2023,3,False,False,False,1.941314060446782,24.396333333333335
28.21,36.82,19.44,39.06,2.21,0.0,2023-03-07,2023,3,False,False,False,2.3613140604467837,24.647333333333332
28.61,36.28,21.33,40.24,1.72,0.0,2023-03-08,2023,3,False,False,False,2.7613140604467823,24.892999999999997
27.55,33.38,21.56,35.3,2.22,0.0,2023-03-09,2023,3,False,False,False,1.7013140604467836,25.070666666666668
27.37,34.38,22.01,38.28,1.99,0.0,2023-03-10,2023,3,False,False,False,1.5213140604467839,25.222
28.06,35.75,20.55,47.02,1.92,0.67,2023-03-11,2023,3,False,False,False,2.2113140604467816,25.401333333333334
28.68,36.68,20.99,43.74,1.93,0.0,2023-03-12,2023,3,False,False,False,2.8313140604467826,25.62633333333333
29.21,37.2,21.31,39.6,1.88,0.0,2023-03-13,2023,3,False,False,False,3.3613140604467837,25.809
28.59,36.49,22.96,55.63,4.13,0.0,2023-03-14,2023,3,False,False,False,2.7413140604467827,25.978333333333335
28.85,37.47,23.26,52.36,3.38,0.01,2023-03-15,2023,3,False,False,False,3.0013140604467843,26.244000000000003
26.54,31.49,22.86,68.17,3.88,5.27,2023-03-16,2023,3,False,False,False,0.691314060446782,26.421333333333333
25.9,32.74,20.7,68.67,2.75,2.64,2023-03-17,2023,3,False,False,False,0.05131406044678144,26.584333333333333
26.54,33.17,21.68,62.48,2.42,3.42,2023-03-18,2023,3,False,False,False,0.691314060446782,26.723333333333336
23.69,26.73,21.83,82.78,3.59,10.99,2023-03-19,2023,3,False,False,False,-2.158685939553216,26.75633333333333
25.3,31.98,19.84,67.46,4.16,2.39,2023-03-20,2023,3,False,False,False,-0.5486859395532164,26.830333333333332
26.55,33.32,20.47,64.54,2.8,2.54,2023-03-21,2023,3,False,False,False,0.7013140604467836,26.921
26.55,33.01,20.49,58.93,2.51,2.68,2023-03-22,2023,3,False,False,False,0.7013140604467836,26.981333333333332
27.44,33.85,21.7,53.57,2.11,0.41,2023-03-23,2023,3,False,False,False,1.5913140604467841,27.039333333333335
27.57,35.03,20.46,59.65,2.19,0.01,2023-03-24,2023,3,False,False,False,1.7213140604467831,27.08
28.84,36.28,22.19,63.2,3.21,0.03,2023-03-25,2023,3,False,False,False,2.9913140604467827,27.163666666666664
29.21,36.92,23.63,64.9,3.74,1.43,2023-03-26,2023,3,False,False,False,3.3613140604467837,27.247666666666667
28.79,35.54,23.31,64.14,2.91,5.19,2023-03-27,2023,3,False,False,False,2.941314060446782,27.328666666666667
29.48,37.03,23.02,60.21,2.34,1.01,2023-03-28,2023,3,False,False,False,3.6313140604467833,27.444333333333336
29.54,36.64,23.89,62.75,4.04,0.19,2023-03-29,2023,3,False,False,False,3.691314060446782,27.559666666666665
29.36,36.27,24.09,66.89,4.08,5.02,2023-03-30,2023,3,False,False,False,3.5113140604467823,27.669333333333334
27.8,34.05,23.74,72.6,3.13,10.33,2023-03-31,2023,3,False,False,False,1.9513140604467836,27.70333333333333
25.88,29.73,22.75,79.27,2.37,11.03,2023-04-01,2023,4,False,False,False,0.031314060446781866,27.665000000000003
27.55,34.71,21.1,63.78,2.93,0.41,2023-04-02,2023,4,False,False,False,1.7013140604467836,27.679333333333332
29.01,36.41,22.15,56.69,3.27,0.08,2023-04-03,2023,4,False,False,False,3.1613140604467844,27.731333333333335
29.86,37.67,22.83,60.08,3.38,0.02,2023-04-04,2023,4,False,False,False,4.011314060446782,27.81066666666667
30.51,38.87,23.83,55.62,3.62,0.04,2023-04-05,2023,4,False,False,False,4.661314060446784,27.901333333333334
30.3,38.55,21.84,38.98,2.28,0.0,2023-04-06,2023,4,False,False,False,4.451314060446784,27.971
30.39,38.84,22.0,40.85,2.43,0.0,2023-04-07,2023,4,False,False,False,4.541314060446783,28.030333333333335
30.35,38.88,21.91,46.04,2.5,0.0,2023-04-08,2023,4,False,False,False,4.501314060446784,28.123666666666665
30.91,39.12,23.46,44.73,2.71,0.0,2023-04-09,2023,4,False,False,False,5.061314060446783,28.241666666666667
31.57,39.6,23.21,43.96,2.2,0.0,2023-04-10,2023,4,False,False,False,5.721314060446783,28.358666666666668
31.86,40.55,24.51,39.06,2.54,0.0,2023-04-11,2023,4,False,True,False,6.011314060446782,28.46466666666667
31.06,41.18,21.16,29.79,3.08,0.0,2023-04-12,2023,4,False,True,False,5.211314060446782,28.526333333333337
32.06,42.0,21.49,29.45,3.19,0.0,2023-04-13,2023,4,False,True,False,6.211314060446785,28.642
33.68,43.24,24.04,39.97,2.53,0.0,2023-04-14,2023,4,False,True,False,7.831314060446783,28.802999999999997
33.89,42.99,25.25,46.84,1.92,0.0,2023-04-15,2023,4,False,True,False,8.041314060446783,29.048000000000002
33.69,42.63,26.14,50.02,1.96,0.0,2023-04-16,2023,4,False,True,False,7.841314060446781,29.307666666666666
33.8,42.61,26.39,54.29,3.9,0.0,2023-04-17,2023,4,False,True,False,7.95131406044678,29.549666666666667
34.03,42.85,26.98,55.48,3.29,0.0,2023-04-18,2023,4,False,True,False,8.181314060446784,29.894333333333336
34.6,44.34,26.81,52.01,3.27,0.0,2023-04-19,2023,4,False,True,False,8.751314060446784,30.204333333333338
34.94,44.64,26.59,46.14,3.26,0.0,2023-04-20,2023,4,False,True,False,9.09131406044678,30.483999999999998
34.48,42.87,26.33,40.95,4.05,0.0,2023-04-21,2023,4,False,True,False,8.63131406044678,30.748333333333335
33.56,41.31,25.94,33.0,2.91,0.09,2023-04-22,2023,4,False,True,False,7.711314060446785,30.952333333333332
31.81,37.11,26.9,45.09,2.22,1.35,2023-04-23,2023,4,False,False,False,5.961314060446782,31.093666666666667
30.89,37.21,25.89,53.22,3.29,4.36,2023-04-24,2023,4,False,False,False,5.041314060446783,31.162
30.79,36.96,24.69,53.59,2.14,1.23,2023-04-25,2023,4,False,False,False,4.941314060446782,31.214666666666666
32.0,39.64,24.8,51.67,2.72,0.06,2023-04-26,2023,4,False,False,False,6.151314060446783,31.321666666666665
32.44,39.41,26.44,52.6,2.96,2.77,2023-04-27,2023,4,False,False,False,6.591314060446781,31.420333333333335
30.21,36.33,25.36,65.53,3.12,19.49,2023-04-28,2023,4,False,False,False,4.361314060446784,31.442666666666664
31.53,38.65,25.56,60.61,3.11,0.6,2023-04-29,2023,4,False,False,False,5.681314060446784,31.515
31.84,39.01,26.6,59.51,1.94,12.66,2023-04-30,2023,4,False,False,False,5.991314060446783,31.64966666666667
28.34,32.84,24.39,63.54,2.62,1.45,2023-05-01,2023,5,False,False,False,2.4913140604467827,31.731666666666666
30.49,36.94,25.33,54.99,2.8,0.18,2023-05-02,2023,5,False,False,False,4.641314060446781,31.829666666666665
30.43,37.16,25.55,62.15,4.11,4.33,2023-05-03,2023,5,False,False,False,4.581314060446783,31.877
30.04,35.99,26.0,62.8,4.17,5.24,2023-05-04,2023,5,False,False,False,4.191314060446782,31.883
30.9,37.43,25.39,61.84,3.11,1.1,2023-05-05,2023,5,False,False,False,5.051314060446781,31.896
31.99,38.23,26.36,60.61,2.88,0.16,2023-05-06,2023,5,False,False,False,6.141314060446781,31.952333333333335
32.54,40.27,26.11,57.17,3.05,0.15,2023-05-07,2023,5,False,True,False,6.691314060446782,32.023999999999994
33.5,41.87,26.61,55.68,3.32,0.0,2023-05-08,2023,5,False,True,False,7.651314060446783,32.129
33.83,41.58,27.72,49.92,3.51,0.0,2023-05-09,2023,5,False,True,False,7.981314060446781,32.22633333333333
33.99,42.02,27.15,54.75,4.27,0.02,2023-05-10,2023,5,False,True,False,8.141314060446785,32.307
33.36,41.03,27.13,57.21,3.82,0.49,2023-05-11,2023,5,False,True,False,7.511314060446782,32.357
32.69,39.04,26.7,55.56,2.46,0.0,2023-05-12,2023,5,False,False,False,6.841314060446781,32.41133333333333
32.77,39.32,27.25,56.22,3.49,0.3,2023-05-13,2023,5,False,False,False,6.921314060446786,32.434999999999995
33.3,40.95,26.79,47.16,5.19,0.02,2023-05-14,2023,5,False,True,False,7.45131406044678,32.422333333333334
32.43,40.1,25.85,51.6,4.23,8.11,2023-05-15,2023,5,False,True,False,6.581314060446783,32.373666666666665
32.46,39.26,27.29,66.86,4.74,7.64,2023-05-16,2023,5,False,False,False,6.611314060446784,32.33266666666667
32.57,39.48,28.48,64.99,5.78,2.84,2023-05-17,2023,5,False,False,False,6.721314060446783,32.291666666666664
31.45,36.8,27.54,70.8,5.28,9.63,2023-05-18,2023,5,False,False,False,5.601314060446782,32.205666666666666
31.93,38.58,27.68,71.09,4.89,10.43,2023-05-19,2023,5,False,False,False,6.081314060446783,32.11666666666666
32.67,39.8,27.52,62.08,4.59,2.13,2023-05-20,2023,5,False,False,False,6.821314060446785,32.041000000000004
32.34,39.03,27.42,65.52,5.39,0.23,2023-05-21,2023,5,False,False,False,6.491314060446786,31.969666666666665
31.88,37.55,27.8,67.23,5.71,0.03,2023-05-22,2023,5,False,False,False,6.031314060446782,31.913666666666668
32.23,38.97,27.8,67.13,3.66,3.32,2023-05-23,2023,5,False,False,False,6.38131406044678,31.927666666666664
32.02,38.25,26.97,65.4,2.77,3.22,2023-05-24,2023,5,False,False,False,6.171314060446786,31.965333333333334
30.98,36.16,26.99,73.21,3.46,11.34,2023-05-25,2023,5,False,False,False,5.131314060446783,31.971666666666668
31.52,37.65,26.96,67.97,3.33,12.29,2023-05-26,2023,5,False,False,False,5.671314060446782,31.95566666666667
31.78,37.21,27.07,63.13,2.26,6.56,2023-05-27,2023,5,False,False,False,5.931314060446784,31.933666666666667
31.4,37.77,25.55,59.45,1.58,2.35,2023-05-28,2023,5,False,False,False,5.551314060446781,31.973333333333336
32.07,38.73,25.83,60.39,2.04,2.2,2023-05-29,2023,5,False,False,False,6.221314060446783,31.991333333333333
33.08,39.78,27.24,59.38,2.87,0.07,2023-05-30,2023,5,False,False,False,7.231314060446781,32.032666666666664
33.7,40.47,28.06,59.68,2.89,0.06,2023-05-31,2023,5,False,True,False,7.851314060446786,32.211333333333336
33.27,39.82,28.95,60.42,2.78,0.01,2023-06-01,2023,6,False,False,False,7.421314060446786,32.304
33.91,41.17,28.42,59.04,3.31,0.12,2023-06-02,2023,6,False,True,False,8.06131406044678,32.42
33.31,39.81,28.1,61.74,4.13,0.24,2023-06-03,2023,6,False,False,False,7.461314060446785,32.529
33.45,39.71,28.56,61.29,3.78,0.06,2023-06-04,2023,6,False,False,False,7.601314060446786,32.614
33.65,40.14,28.13,60.35,3.45,0.0,2023-06-05,2023,6,False,True,False,7.801314060446781,32.669333333333334
34.26,41.08,29.1,56.56,3.36,0.0,2023-06-06,2023,6,False,True,False,8.41131406044678,32.72666666666667
34.34,41.21,29.61,56.34,3.27,0.01,2023-06-07,2023,6,False,True,False,8.491314060446786,32.754666666666665
34.02,40.13,29.85,57.66,3.69,0.03,2023-06-08,2023,6,False,True,False,8.171314060446786,32.761
33.04,38.24,29.47,62.74,5.48,0.82,2023-06-09,2023,6,False,False,False,7.191314060446782,32.72933333333334
32.25,37.47,28.46,63.7,4.37,8.3,2023-06-10,2023,6,False,False,False,6.401314060446783,32.69233333333333
33.85,40.77,28.48,61.49,3.72,1.52,2023-06-11,2023,6,False,True,False,8.001314060446784,32.731
32.47,36.5,29.65,67.44,4.82,4.08,2023-06-12,2023,6,False,False,False,6.621314060446782,32.721
33.32,40.24,28.46,66.47,3.47,6.12,2023-06-13,2023,6,False,True,False,7.471314060446783,32.721666666666664
33.46,40.38,28.75,66.09,5.97,0.94,2023-06-14,2023,6,False,True,False,7.611314060446784,32.756
35.3,44.33,29.76,57.56,6.38,0.36,2023-06-15,2023,6,False,True,False,9.45131406044678,32.85066666666667
34.54,42.23,29.96,61.22,5.39,1.05,2023-06-16,2023,6,False,True,False,8.691314060446782,32.916333333333334
33.52,39.72,30.2,65.21,6.15,2.88,2023-06-17,2023,6,False,False,False,7.671314060446786,32.98533333333334
32.46,37.45,29.62,68.38,6.05,2.66,2023-06-18,2023,6,False,False,False,6.611314060446784,33.003
30.15,32.87,28.66,80.59,4.86,10.31,2023-06-19,2023,6,False,False,False,4.301314060446781,32.919
30.16,32.63,28.41,78.37,4.68,0.36,2023-06-20,2023,6,False,False,False,4.311314060446783,32.846333333333334
29.43,30.71,28.45,84.18,4.01,4.71,2023-06-21,2023,6,False,False,False,3.5813140604467826,32.76466666666666
30.35,34.49,27.83,75.1,4.05,2.92,2023-06-22,2023,6,False,False,False,4.501314060446784,32.702000000000005
30.7,35.38,27.08,73.61,2.8,6.69,2023-06-23,2023,6,False,False,False,4.851314060446782,32.658
30.34,34.47,27.59,76.86,3.24,9.91,2023-06-24,2023,6,False,False,False,4.491314060446783,32.63666666666667
29.88,34.21,27.47,77.83,5.66,10.15,2023-06-25,2023,6,False,False,False,4.031314060446782,32.582
28.35,30.33,26.84,85.51,3.22,23.06,2023-06-26,2023,6,False,False,False,2.5013140604467843,32.467666666666666
28.65,31.64,26.75,85.04,4.99,64.23,2023-06-27,2023,6,True,False,True,2.8013140604467814,32.376
28.62,30.9,26.8,87.11,5.56,23.77,2023-06-28,2023,6,False,False,False,2.771314060446784,32.260999999999996
28.16,29.66,27.03,90.99,4.33,27.61,2023-06-29,2023,6,False,False,False,2.311314060446783,32.097
28.95,31.2,27.27,88.5,4.01,6.81,2023-06-30,2023,6,False,False,False,3.101314060446782,31.938666666666666
29.74,33.15,27.25,83.65,2.88,4.66,2023-07-01,2023,7,False,False,False,3.8913140604467813,31.821
30.01,33.53,27.85,84.26,3.85,2.68,2023-07-02,2023,7,False,False,False,4.161314060446784,31.691
29.26,32.03,27.51,87.55,2.96,9.42,2023-07-03,2023,7,False,False,False,3.4113140604467844,31.555999999999997
29.83,33.37,27.13,83.33,2.64,2.56,2023-07-04,2023,7,False,False,False,3.981314060446781,31.435333333333336
29.77,33.35,26.89,84.41,3.32,9.04,2023-07-05,2023,7,False,False,False,3.9213140604467824,31.305999999999997
29.51,32.18,27.38,83.35,5.14,14.03,2023-07-06,2023,7,False,False,False,3.6613140604467844,31.147666666666666
28.9,30.9,27.58,88.37,4.28,15.69,2023-07-07,2023,7,False,False,False,3.0513140604467814,30.966333333333335
29.73,33.78,27.15,83.75,3.33,5.76,2023-07-08,2023,7,False,False,False,3.8813140604467833,30.82333333333333
29.62,33.13,26.58,82.48,3.77,1.39,2023-07-09,2023,7,False,False,False,3.771314060446784,30.709333333333333
30.29,34.4,27.4,80.67,3.83,0.76,2023-07-10,2023,7,False,False,False,4.441314060446782,30.644
29.83,34.5,26.67,78.79,4.84,0.37,2023-07-11,2023,7,False,False,False,3.981314060446781,30.509999999999998
29.0,32.94,26.03,81.96,3.89,2.37,2023-07-12,2023,7,False,False,False,3.151314060446783,30.394333333333336
29.14,32.43,26.72,84.01,2.71,1.32,2023-07-13,2023,7,False,False,False,3.2913140604467834,30.255
29.07,32.44,26.81,85.68,3.51,12.61,2023-07-14,2023,7,False,False,False,3.221314060446783,30.108666666666668
29.58,33.14,26.8,82.9,1.9,14.55,2023-07-15,2023,7,False,False,False,3.731314060446781,29.918
29.21,33.02,26.31,83.62,3.89,9.8,2023-07-16,2023,7,False,False,False,3.3613140604467837,29.740333333333336
29.39,33.01,26.85,84.32,2.93,5.74,2023-07-17,2023,7,False,False,False,3.5413140604467834,29.602666666666664
29.06,32.94,26.39,85.97,4.24,9.69,2023-07-18,2023,7,False,False,False,3.2113140604467816,29.489333333333335
29.42,32.92,26.95,84.23,4.73,4.7,2023-07-19,2023,7,False,False,False,3.5713140604467846,29.465
29.71,33.37,26.89,84.8,5.05,3.2,2023-07-20,2023,7,False,False,False,3.8613140604467837,29.45
29.25,31.59,27.37,88.19,4.37,8.06,2023-07-21,2023,7,False,False,False,3.401314060446783,29.444000000000003
29.16,31.9,27.29,87.5,5.16,12.41,2023-07-22,2023,7,False,False,False,3.311314060446783,29.404333333333334
29.36,32.5,27.14,85.75,4.74,7.09,2023-07-23,2023,7,False,False,False,3.5113140604467823,29.359666666666666
29.64,34.03,26.57,83.3,4.0,3.06,2023-07-24,2023,7,False,False,False,3.7913140604467834,29.336333333333336
29.73,33.88,26.43,83.61,4.37,4.94,2023-07-25,2023,7,False,False,False,3.8813140604467833,29.331333333333337
29.53,33.34,27.03,84.96,5.73,12.89,2023-07-26,2023,7,False,False,False,3.681314060446784,29.37066666666667
29.57,33.15,26.85,84.1,5.37,6.72,2023-07-27,2023,7,False,False,False,3.721314060446783,29.401333333333337
29.68,33.48,27.05,85.27,4.33,11.91,2023-07-28,2023,7,False,False,False,3.8313140604467826,29.436666666666667
30.27,34.47,27.2,84.99,3.13,6.63,2023-07-29,2023,7,False,False,False,4.421314060446782,29.506999999999998
30.55,34.38,27.23,83.21,2.19,4.28,2023-07-30,2023,7,False,False,False,4.701314060446784,29.560333333333336
30.32,33.21,27.66,83.94,1.49,18.47,2023-07-31,2023,7,False,False,False,4.471314060446783,29.579666666666665
30.15,33.28,27.74,86.98,2.7,40.07,2023-08-01,2023,8,False,False,False,4.301314060446781,29.584333333333333
29.23,32.08,27.12,88.67,6.14,40.71,2023-08-02,2023,8,False,False,False,3.3813140604467833,29.583333333333332
29.31,32.68,26.7,84.68,6.27,0.09,2023-08-03,2023,8,False,False,False,3.4613140604467816,29.566
28.91,31.52,26.83,83.65,5.05,0.76,2023-08-04,2023,8,False,False,False,3.061314060446783,29.537333333333333
29.18,32.62,26.39,83.97,4.92,5.12,2023-08-05,2023,8,False,False,False,3.3313140604467826,29.526333333333334
29.14,32.56,26.12,85.42,5.91,2.4,2023-08-06,2023,8,False,False,False,3.2913140604467834,29.534333333333336
27.89,30.17,26.15,90.29,5.76,18.83,2023-08-07,2023,8,False,False,False,2.0413140604467834,29.473000000000003
28.35,31.81,25.92,85.23,5.05,11.7,2023-08-08,2023,8,False,False,False,2.5013140604467843,29.43066666666667
28.98,32.69,26.25,84.71,3.57,6.56,2023-08-09,2023,8,False,False,False,3.1313140604467833,29.387
29.51,33.22,26.33,81.35,1.72,3.72,2023-08-10,2023,8,False,False,False,3.6613140604467844,29.37633333333333
29.32,32.91,26.22,82.85,2.52,7.44,2023-08-11,2023,8,False,False,False,3.471314060446783,29.387
27.62,29.33,26.62,89.22,3.58,17.61,2023-08-12,2023,8,False,False,False,1.7713140604467839,29.336333333333336
28.23,31.02,26.06,87.94,2.4,7.6,2023-08-13,2023,8,False,False,False,2.3813140604467833,29.308333333333334
29.11,33.05,25.7,83.23,1.7,2.04,2023-08-14,2023,8,False,False,False,3.2613140604467823,29.29266666666667
28.78,31.81,26.12,86.41,1.89,3.13,2023-08-15,2023,8,False,False,False,2.931314060446784,29.278333333333332
29.02,33.08,26.09,86.65,2.17,8.67,2023-08-16,2023,8,False,False,False,3.1713140604467824,29.266000000000002
28.46,30.13,27.2,90.8,2.4,27.58,2023-08-17,2023,8,False,False,False,2.6113140604467837,29.246
28.63,31.92,25.75,86.79,4.15,9.09,2023-08-18,2023,8,False,False,False,2.781314060446782,29.21966666666667
28.91,32.29,26.41,86.78,4.34,2.95,2023-08-19,2023,8,False,False,False,3.061314060446783,29.192999999999998
28.75,32.43,26.12,85.13,3.82,1.05,2023-08-20,2023,8,False,False,False,2.901314060446783,29.176333333333332
28.63,32.7,25.55,85.97,3.32,1.22,2023-08-21,2023,8,False,False,False,2.781314060446782,29.158666666666665
28.57,31.2,26.97,90.93,4.1,5.34,2023-08-22,2023,8,False,False,False,2.721314060446783,29.132333333333335
28.76,31.47,26.59,89.93,2.98,17.58,2023-08-23,2023,8,False,False,False,2.9113140604467844,29.103
28.12,29.99,26.72,92.19,2.88,18.49,2023-08-24,2023,8,False,False,False,2.271314060446784,29.049333333333333
